1099,University of Miami Infertility Center,1400 NW 12th Avenue,Miami,FL,33136,SA,"George R. Attia, M.D.","George R. Attia, M.D.","Sung Mi Choi, MS",305-325-5757,N/A,N/A,25.787,-80.204,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1100,Center for Reproductive Medicine PA,3435 Pinehurst Avenue,Orlando,FL,32804,SA,"Gary W. DeVane, M.D.","Randall A. Loy, M.D.","B. K. Gangrade, Ph.D., HCLD",407-740-0909,http://www.ivforlando.com,info@ivforlando.com,28.576,-81.395,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1102,"New Leaders in Fertility & Endocrinology, LLC",4400 Bayou Boulevard,Pensacola,FL,32504,SA,"Barry A. Ripps, M.D.","Barry A. Ripps, M.D.","Brijinder S. Minhas, Ph.D., HCLD, ELDMBA",850-857-3733,http://www.Fertilityleaders.com,newfertility@aol.com,30.467942,-87.204618,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1103,Center for Advanced Reproductive Endocrinology,201 North Pine Island Road,Plantation,FL,33324,SA,"Mick Abae, M.D.","Mick Abae, M.D.","Harold F. Rodriguez, Ph.D., HCLD",954-584-2273,http://www.care-life.com,hrodriguez@care-life.com,26.108,-80.271,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1104,The Reproductive Medicine Group,5245 East Fletcher Avenue,Tampa,FL,33617,SA,"Marc Bernhisel, M.D.","Marc Bernhisel, M.D.","Marc Bernhisel, M.D.",813-676-8844,http://www.floridafertility.com,N/A,28.036,-82.394,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1105,University of South Florida IVF,2A Columbia Drive,Tampa,FL,33606,SA,"Shayne M. Plosker, M.D.","Shayne M. Plosker, M.D.","Ying Ying, Ph.D., HCLD",813-259-0962,http://www.usfivf.com,pleaseseewebsite,27.939,-82.473,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1106,Florida Institute for Reproductive Sciences and Technologies (FIRST),2300 North Commerce Parkway,Weston,FL,33326-3257,SA,"Minna Ruth Selub, M.D.","Minna Ruth Selub, M.D.","Yalcin Yavas, DVM, Ph.D., HCLD",954-217-3456,http://www.FIRSTivf.net,FIRSTivf@aol.com,26.090334,-80.369056,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1107,Fertility Center of Assisted Reproduction and Endocrinology,5931 Brick Court,Winter Park,FL,32792,SA,"Mark P. Trolice, M.D.","Mark P. Trolice, M.D.","David D. Heinkel, BA, ELD",407-672-1106,http://www.myfertilitycare.com,info@myfertilitycare.com,28.609,-81.301,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1108,Atlanta Center for Reproductive Medicine,5909 Peachtree Dunwoody Road,Atlanta,GA,30328,SA,"Lisa A. Hasty, M.D.","James P. Toner, M.D., Ph.D.","Chad A. Johnson, Ph.D., HCLD",770-928-2276,http://www.acrm.com,info@acrm.com,33.916512,-84.35086,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1109,Emory Reproductive Center,550 Peachtree Street,Atlanta,GA,30308,SA,"Donna R. Session, M.D.","Donna R. Session, M.D.","Weirong Shang, Ph.D., HCLD",404-778-3401,http://www.emoryivf.org,N/A,33.7693452,-84.3852063,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1110,Georgia Reproductive Specialists,5445 Meridian Mark Road,Atlanta,GA,30342,SA,"Mark Perloe, M.D.","Carolyn R. Kaplan, M.D.","Paula C. Morton, B.S., ELD",404-843-2229,http://www.ivf.com,N/A,33.9066497,-84.3545216,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1111,Reproductive Biology Associates,1150 Lake Hearn Drive,Atlanta,GA,30342,SA,"Hilton I. Kort, M.D.","Daniel B. Shapiro, M.D.","Zsolt Peter Nagy, M.D., Ph.D.",404-256-6972,N/A,N/A,33.913371,-84.349582,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1112,MCG Reproductive Medicine and Infertility Associates,810 Chafee Street,Augusta,GA,30904,SA,"Adelina M. Emmi, M.D.","Adelina M. Emmi, M.D.","Weirong Shang, Ph.D.",706-722-4434,http://www.ivfaugusta.com,aemmi@mcg.edu,33.4749037,-81.9905755,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1113,Servy Institute for Reproductive Endocrinology,812 Chafee Avenue,Augusta,GA,30904,SA,"Edouard J. Servy, M.D.","Edouard J. Servy, M.D.","Weirong Shang, Ph.D.",706-724-0228,N/A,eservy@yahoo.com,33.474823,-81.9906558,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1114,Central Georgia Fertility Institute,4035 Elnora Drive,Macon,GA,31210,SA,"William J. Butler, M.D.","William J. Butler, M.D.","Abdelmoneim I. Younis, Ph.D., HCLD",478-757-7888,http://www.centralgafertility.com,N/A,32.9005994,-83.6932498,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1115,Georgia Center for Reproductive Medicine,5354 Reynolds Street,Savannah,GA,31405,SA,"Patrick L. Blohm, M.D.","Patrick L. Blohm, M.D.","Tao Tao, Ph.D., HCLD",912-352-8588,N/A,gcrmsav@bellsouth.net,32.0285624,-81.1012592,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1116,Advanced Reproductive Center of Hawaii,1319 Punahou Street,Honolulu,HI,96826,OTH,"Christopher T. F. Huang, M.D.","Christopher T. F. Huang, M.D.","Thomas T. F. Huang Jr., Ph.D., HCLD",808-949-6611,N/A,N/A,21.3005881,-157.8338882,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1117,Hawaii Reproductive Center,1132 Bishop Street,Honolulu,HI,96813,OTH,"Erin Nakayama, RNBSN","Celia E. Dominguez, M.D.","Charles E. Cornwell, lMSELD",808-537-1164,http://hawaiireproductivecenter.com,N/A,21.310246,-157.860081,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1118,Pacific IVF Institute,1319 Punahou Street,Honolulu,HI,96826,OTH,"Philip I. McNamee, M.D.","Thomas S. Kosasa, M.D.","Thomas Huang, Ph.D., HCLDELD",808-946-2226,http://www.pacificinvitro.com,info@pacificinvitro.com,21.3005881,-157.8338882,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1119,Tripler Army Medical Center,1 Jarrett White Road,Honolulu,HI,96859-5000,OTH,"Richard S. Lucidi, M.D.","Richard S. Lucidi, M.D.","Thomas Huang, Ph.D., HCLDELD",808-433-6845,N/A,N/A,21.3558059,-157.8941415,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1120,"Mid-Iowa Fertility, P.C.",1371 NW 121st Street,Clive,IA,50325,WNC,"Donald C. Young, D.O.","Donald C. Young, D.O.","Kepler Johnson, ELD",515-222-3060,http://www.midiowafertility.com,admin@midiowafertility.com,41.602324,-93.783905,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1121,Center for Advanced Reproductive Care,200 Hawkins Drive,Iowa City,IA,52242,WNC,"Bradley Van Voorhis, M.D.","Bradley Van Voorhis, M.D.","Amy E.T. Sparks, Ph.D., HCLD",319-356-8483,http://www.uihealthcare.com/repromed,N/A,41.6573652,-91.5498892,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1122,Idaho Center for Reproductive Medicine,111 Main Street,Boise,ID,83702,MT,"Russell A. Foulk, M.D.","Cristin C. Slater, M.D.","Russell A. Foulk, M.D.",208-342-5900,N/A,N/A,43.6120267,-116.1964509,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1123,Rush-Copley Center for Reproductive Health,2020 Ogden Avenue,Aurora,IL,60504,ENC,"Zvi Binor, M.D.","Zvi Binor, M.D.","Richard G. Rawlins, Ph.D., HCLD",630-978-6254,N/A,N/A,41.727608,-88.268559,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1124,Center for Reproductive Medicine & Fertility,South Maryland Avenue,Chicago,IL,60637,ENC,"Helen H. Kim, M.D.","Helen H. Kim, M.D.","Alan B. Dudkiewicz, Ph.D., HCLD, ELD",773-702-6642,http://www.chicagofertility.org,N/A,41.7804315,-87.6046486,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1125,Fertility Centers of Illinois - River North IVF,900 North Kingsbury,Chicago,IL,60610,ENC,"Aaron Lifchez, M.D.","Angeline Beltsos, M.D.","Michael J. Tucker, Ph.D., HCLD",312-222-8200,http://www.fcionline.com,jennifer.pishotta@integramed.c,41.8989484,-87.6441554,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1126,Northwestern University,675 N. St. Clair,Chicago,IL,60611,ENC,"Ralph R. Kazer, M.D.","Edmond Confino, M.D.","John X. Zhang, Ph.D., HCLD",312-695-7269,N/A,N/A,41.894539,-87.622565,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1127,The Rinehart-Coulam Center,233 East Erie Street,Chicago,IL,60611,ENC,"John S. Rinehart, M.D., Ph.D., JD","John S. RInehart, M.D., Ph.D., JD","Carli W. Chapman, BSELD",847-869-7777,N/A,N/A,41.898,-87.62,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1128,University of Illinois at Chicago (UIC),1801 West Taylor Street,Chicago,IL,60612,ENC,"Humberto Scoccia, M.D.","Humberto Scoccia, M.D.","Nicola J. Winston, Ph.D., HCLD",312-996-9820,http://www.uicivf.org,mpucci1@uic.edu,41.882,-87.693,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1129,Midwest Fertility Center,4333 Main Street,Downers Grove,IL,60515,ENC,"Amos E. Madanes, M.D.","Amos E. Madanes, M.D.","Hisham F. Greiss, M.D., Ph.D., HCLD",630-810-0212,http://www.IVF.us,fertility@IVF.us,41.813,-88.022,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1130,The Rinehart Center for Reproductive Medicine,2500 Ridge Avenue,Evanston,IL,60201,ENC,"John S. Rinehart, M.D., Ph.D.","John S. Rinehart, M.D., Ph.D.","Carli W. Chapman, B.S.",847-869-7777,N/A,rinehartcenter@ameritech.net,42.063343,-87.684536,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1131,Advanced Fertility Center of Chicago,30 Tower Court,Gurnee,IL,60031,ENC,"Richard Sherbahn, M.D.","Richard Sherbahn, M.D.","Richard Sherbahn, M.D.",847-662-1818,http://www.advancedfertility.com,doctor@advancedfertility.com,42.385,-87.943,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1132,Highland Park IVF Center,767 Park Avenue West,Highland Park,IL,60035,ENC,"Edward L. Marut, M.D.","Edward L. Marut, M.D.","Colleen Wagner Coughlin, M.S.",847-266-3535,http://www.highlandparkivf.com,embryo49@hotmail.com,42.188839,-87.807101,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1133,HinsdaleCenterforReproduction,121 North Elm Street,Hinsdale,IL,60521,ENC,"Michael J. Hickey, M.D.","Michael J. Hickey, M.D.","Jianjun Zhu, Ph.D., HCLD",630-856-3535,http://www.hinsdale-ivf.com,info@hinsdale-ivf.com,41.805566,-87.921352,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1134,"Karande and Associates, SC",1585 North Barrington Rd,Hoffman Estates,IL,60194,ENC,"Vishvanath C. Karande, M.D.","Vishvanath C. Karande, M.D.","William D. Hazlett, Ph.D.",847-884-8884,N/A,N/A,42.0531733,-88.1443807,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1135,Reena Jabamoni MD SC,1585 N Barrington Road,Hoffman Estates,IL,60194,ENC,"Reena Jabamoni, M.D.","Reena Jabamoni, M.D.","Yuri Verlinsky, Ph.D.",630-843-7090,http://www.reenajabamoni.com,ivfrj@aol.com,42.0531733,-88.1443807,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1136,Reproductive Health Specialists,744 Essington Road,Joliet,IL,60435,ENC,"Marek W. Piekos, M.D.","Marek W. Piekos, M.D.","Marek W. Piekos, M.D.",815-730-1100,http://www.reproductivespecialist.com,info@reproductivespecialist.co,41.535858,-88.1600689,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1137,IVF1,636 Raymond Drive,Naperville,IL,60563,ENC,"Randy S. Morris, M.D.","Randy S. Morris, M.D.","Yuri Verlinsky, Ph.D.",630-357-6540,http://www.ivf1.com,rsm@ivf1.com,41.7809596,-88.1832136,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1138,The Fertility Institute at Edward,120 Osler Drive,Naperville,IL,60540,ENC,"Charles E. Miller, M.D.","Charles E. Miller, M.D.","Carli W. Chapman, B.S.",630-428-2229,http://www.charlesmillermd.org,N/A,41.7600165,-88.1538708,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1139,Oak Brook Fertility Center,2425 West 22nd St,Oak Brook,IL,60523,ENC,"W. Paul Dmowski, M.D., Ph.D.","W. Paul Dmowski, M.D., Ph.D.","Jianchi Ding, Ph.D., HCLD",630-954-0054,http://www.oakbrookfertility.com,wpdmowski@oakbrookfertility.co,41.845259,-87.978216,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1141,Reproductive Health and Fertility Center,973 Featherstone Road,Rockford,IL,61107,ENC,"Jacek W. Graczykowski, M.D.","Chiravudh Sawetawan, M.D.","Chiravudh Sawetawan, M.D.",815-986-3737,http://www.fres-rhfc.com,N/A,42.280356,-88.995751,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1142,North Shore Fertility,4250 Dempster,Skokie,IL,60076,ENC,"Susan A. Davies, M.D.","Susan A. Davies, M.D.","Yury Verlinsky, Ph.D.",847-763-8850,N/A,N/A,42.0407964,-87.734443,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1143,Reproductive Endocrinology Associates,340 W. Miller St.,Springfield,IL,62702,ENC,"Mary Ann McRae, M.D.","Mary Ann McRae, M.D.","Morris Cooper, Ph.D., HCLD",217-523-4700,http://www.drmcrae-reproendoassoc.yourmd.com,N/A,39.8087765,-89.6586905,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1144,"Seth Levrant, M.D., PC",16345 S. Harlem Avenue,Tinley Park,IL,60477,ENC,"Seth G. Levrant, M.D.","Seth G. Levrant, M.D.","Rajasingam S. Jeyendran, DVM, Ph.D.",708-532-7017,http://www.sethlevrant-md.mymedfusion.com,sethlevrantmdpc@comcast.net,41.593493,-87.793119,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1146,Jarrett Fertility Group LLC,11725 Illinois St,Carmel,IN,46032,ENC,"John C. JarrettII, M.D.","John C. JarrettII, M.D.","James R. Schwartz, Ph.D., HCLD",317-814-4110,N/A,info@jarrettfertility.com,39.9591734,-86.1625073,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1147,Midwest Fertility Specialists,12188-A North Meridian,Carmel,IN,46032,ENC,"Laura M. Reuter, M.D.","Laura M. Reuter, M.D.","Glen K. Adaniya, Ph.D, HCLD",317-571-1637,http://www.midwestfertility.com,lreuter@ivfmidwest.com,39.96653,-86.15972,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1148,Advanced Fertility Group,1222 Professional Boulevard,Evansville,IN,47714,ENC,"William L. Gentry, M.D.","William L. Gentry, M.D.","Elizabeth S. Critser, Ph.D., HCLD",812-469-4920,N/A,N/A,37.958514,-87.49935,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1149,Advanced Fertility Group,201 North Pennsylvania Parkway,Indianapolis,IN,46280,ENC,"William L. Gentry, M.D.","William L. Gentry, M.D.","Carole C. Wegner, Ph.D., HCLD",317-817-1300,N/A,N/A,39.932075,-86.154962,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1150,Community Reproductive Endocrinology,7250 Clearvista Drive,Indianapolis,IN,46256,ENC,"David E. Carnovale, M.D.","David E. Carnovale, M.D.","Jeff Boldt, Ph.D., HCLD",317-621-0600,N/A,N/A,39.9002756,-86.0395843,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1151,"Family Beginnings, PC",8435 Clearvista Place,Indianapolis,IN,46256,ENC,"James G. Donahue, M.D.","James G. Donahue, M.D.","Sandra K. Malott, BS, MT, ELD",317-595-3665,http://wwww.ivf-indiana.com,N/A,39.909842,-86.040784,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1152,Indiana University IVF Program,550 N. University Blvd.,Indianapolis,IN,46202,ENC,"Marguerite K. Shepard, M.D.","Marguerite K. Shepard, M.D.","Carole C. Wegner, Ph.D., HCLD",317-274-4875,http://www.iuobgyn.com,mshepar@iupui.edu,39.775734,-86.176597,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1153,Reproductive Care of Indiana,201 Pennsylvania Parkway,Indianapolis,IN,46280,ENC,"Michael A. Henry, M.D.","Michael A. Henry, M.D.","Carole Wegner, Ph.D., HCLD",317-817-1800,http://www.reprocareindiana.com,N/A,39.932075,-86.154962,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1154,Women's Specialty Health Centers,9660 East 146th Street,Noblesville,IN,46060,ENC,"David S. McLaughlin, M.D.","David S. McLaughlin, M.D.","Andrew M. Weston, Ph.D., HCLD",317-774-1200,http://www.familyjoy.net,N/A,40.0011231,-85.997438,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1155,Center for Advanced Reproductive Medicine,10777 Nall Ave.,Kansas City,KS,66212,WNC,"S. Samuel Kim, M.D.","S. Samuel Kim, M.D.","Kimball O. Pomeroy, Ph.D., HCLD",913-588-6261,N/A,N/A,38.933492,-94.647807,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1156,"Midwest Reproductive Center, PA",20375 West 151st Street,Olathe,KS,66061,WNC,"Dan Lee Gehlbach, MD","Dan Lee Gehlbach, MD","Jonathan P. Richards, MS, ELD",913-780-4300,N/A,group@midwestreproductive.com,38.852791,-94.824127,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1157,Reproductive Resource Center of Greater Kansas City,12200 W 106 St,Overland Park,KS,66215,WNC,"J. Michael Wilson, Ph.D., HCLD","Celeste Brabec, M.D.","J. Michael Wilson, Ph.D., HCLD",913-894-2323,http://www.rrc.com,mwilson@rrc.com,38.936706,-94.7260524,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1158,Reproductive Medicine and Infertility,8800 West 75th Street,Shawnee Mission,KS,66204,WNC,"Daniel L. Stewart, M.D.","Daniel L. Stewart, M.D.","Andrew M. Weston, Ph.D., HCLD",913-432-7161,http://www.rmikc.com,reproductivemedicine@shawneemi,38.9931096,-94.6871934,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1159,Center for Reproductive Medicine,9300 East 29th Street North,Wichita,KS,67226,WNC,"Bruce L. Tjaden, D.O.","Bruce L. Tjaden, D.O.","G. David Ball, Ph.D.",316-687-2112,N/A,N/A,37.737819,-97.229862,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1160,University Ob/Gyn Associates,315 East Broadway,Louisville,KY,40202,ESC,"Steven T. Nakajima, M.D.","Steven T. Nakajima, M.D.","Andrew M. Weston, Ph.D., HCLD",502-271-5999,http://www.kyinfertility.com,louivf@aol.com,38.2454412,-85.749283,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1161,A Woman's Center for Reproductive Medicine,9000 Airline Highway,Baton Rouge,LA,70815,WSC,"Bobby W. Webster, M.D.","Bobby W. Webster, M.D.","Richard A. Cochran, Ph.D., HCLD",225-926-6886,http://ivflouisiana.com,dr.webster@crmbr.com,30.4452425,-91.0905027,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1162,Fertility and Women's Health Center of Louisiana,4630 Ambassador Caffery Parkway,Lafayette,LA,70508,WSC,"John M. Storment, M.D.","John M. Storment, M.D.","James R. Broussard, Ph.D.",337-989-8795,N/A,N/A,30.152242,-92.04419,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1163,The Fertility Institute of New Orleans,800 North Causeway Boulevard,Mandeville,LA,70448,WSC,"Richard P. Dickey, M.D., Ph.D.","Richard P. Dickey, M.D., Ph.D.","J. W. Edward Wortham, Jr., Ph.D.",985-892-7621,http://www.fertilityinstitute.com,info@fertilityinstitute.com,30.376968,-90.092162,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
1164,Center for Fertility & Reproductive Health,2401 Greenwood Road,Shreveport,LA,71103,WSC,"David T. Vandermolen, M.D.","David T. Vandermolen, M.D.","Mahendran Mahadevan, Ph.D., HCLD",318-212-8270,N/A,dvande@lsuhsc.edu,32.484924,-93.7759555,"This clinic has not yet provided any information to IVF Reports. If you are a representative of this clinic, please visit the ""Contact Us"" page to find out how to claim your clinic's profile.",http://ivfreports.org/graphics/logosquare.jpg
